Время[c],Напряжение[В]
0.6000,1.3821
0.6005,1.3821
0.6010,1.3821
0.6015,1.3821
0.6020,1.3821
0.6026,1.3770
0.6031,1.3821
0.6036,1.3821
0.6041,1.3821
0.6047,1.3821
0.6052,1.3821
0.6057,1.3821
0.6062,1.3770
0.6067,1.3821
0.6073,1.3770
0.6078,1.3821
0.6083,1.3821
0.6088,1.3770
0.6094,1.3821
0.6099,1.3821
0.6104,1.3821
0.6109,1.3821
0.6115,1.3770
0.6120,1.3821
0.6125,1.3770
0.6130,1.3770
0.6135,1.3821
0.6141,1.3821
0.6146,1.3821
0.6151,1.3821
0.6156,1.3821
0.6162,1.3821
0.6167,1.3770
0.6172,1.3821
0.6177,1.3821
0.6182,1.3770
0.6188,1.3770
0.6193,1.3770
0.6198,1.3821
0.6203,1.3770
0.6208,1.3821
0.6214,1.3770
0.6219,1.3821
0.6224,1.3770
0.6229,1.3720
0.6235,1.3770
0.6240,1.3821
0.6245,1.3821
0.6250,1.3770
0.6255,1.3821
0.6261,1.3821
0.6266,1.3770
0.6271,1.3821
0.6276,1.3770
0.6281,1.3821
0.6287,1.3770
0.6292,1.3770
0.6297,1.3821
0.6302,1.3821
0.6308,1.3821
0.6313,1.3770
0.6318,1.3720
0.6323,1.3770
0.6328,1.3770
0.6334,1.3770
0.6339,1.3821
0.6344,1.3821
0.6349,1.3770
0.6355,1.3770
0.6360,1.3821
0.6365,1.3770
0.6370,1.3821
0.6375,1.3821
0.6381,1.3821
0.6386,1.3770
0.6391,1.3821
0.6396,1.3770
0.6402,1.3821
0.6407,1.3821
0.6412,1.3821
0.6417,1.3821
0.6423,1.3770
0.6428,1.3770
0.6433,1.3770
0.6438,1.3770
0.6443,1.3821
0.6449,1.3821
0.6454,1.3821
0.6459,1.3770
0.6464,1.3770
0.6470,1.3720
0.6475,1.3821
0.6480,1.3770
0.6485,1.3770
0.6491,1.3821
0.6496,1.3821
0.6501,1.3770
0.6506,1.3770
0.6511,1.3770
0.6517,1.3720
0.6522,1.3821
0.6527,1.3821
0.6532,1.3770
0.6538,1.3821
0.6543,1.3821
0.6548,1.3821
0.6553,1.3821
0.6559,1.3821
0.6564,1.3821
0.6569,1.3770
0.6574,1.3770
0.6579,1.3770
0.6585,1.3770
