Время[c],Напряжение[В]
0.6590,1.1803
0.6596,1.1803
0.6601,1.1853
0.6607,1.1803
0.6612,1.1803
0.6618,1.1853
0.6623,1.1853
0.6629,1.1803
0.6634,1.1803
0.6640,1.1853
0.6645,1.1803
0.6651,1.1803
0.6656,1.1853
0.6662,1.1803
0.6667,1.1853
0.6673,1.1853
0.6678,1.1803
0.6684,1.1853
0.6689,1.1853
0.6695,1.1853
0.6700,1.1853
0.6706,1.1803
0.6711,1.1803
0.6717,1.1853
0.6722,1.1803
0.6728,1.1803
0.6733,1.1803
0.6739,1.1853
0.6744,1.1803
0.6750,1.1853
0.6755,1.1904
0.6761,1.1853
0.6767,1.1853
0.6772,1.1853
0.6778,1.1853
0.6783,1.1803
0.6789,1.1853
0.6794,1.1803
0.6800,1.1853
0.6805,1.1853
0.6811,1.1803
0.6816,1.1853
0.6822,1.1853
0.6828,1.1803
0.6834,1.1803
0.6839,1.1803
0.6845,1.1853
0.6850,1.1853
0.6856,1.1803
0.6861,1.1853
0.6866,1.1803
0.6872,1.1853
0.6877,1.1803
0.6883,1.1853
0.6888,1.1853
0.6894,1.1803
0.6899,1.1853
0.6905,1.1853
0.6910,1.1853
0.6916,1.1803
0.6921,1.1803
0.6927,1.1853
0.6932,1.1803
0.6937,1.1853
0.6943,1.1803
0.6948,1.1803
0.6954,1.1853
0.6959,1.1803
0.6965,1.1853
0.6970,1.1853
0.6976,1.1853
0.6981,1.1853
0.6987,1.1853
0.6992,1.1803
0.6998,1.1853
0.7003,1.1853
0.7008,1.1853
0.7014,1.1853
0.7019,1.1853
0.7025,1.1803
0.7030,1.1853
0.7036,1.1904
0.7041,1.1853
0.7047,1.1853
0.7052,1.1853
0.7058,1.1853
0.7063,1.1803
0.7069,1.1853
0.7074,1.1803
0.7079,1.1904
0.7085,1.1803
0.7090,1.1853
0.7096,1.1853
0.7101,1.1853
0.7107,1.1853
0.7112,1.1853
0.7118,1.1853
0.7123,1.1853
0.7129,1.1853
0.7134,1.1853
0.7140,1.1853
0.7145,1.1904
0.7151,1.1803
0.7156,1.1904
0.7162,1.1853
0.7167,1.1853
0.7173,1.1904
0.7178,1.1904
0.7183,1.1853
0.7189,1.1853
0.7194,1.1853
0.7201,1.1853
0.7207,1.1853
0.7212,1.1904
0.7218,1.1853
0.7223,1.1853
0.7228,1.1904
0.7234,1.1904
0.7239,1.1853
0.7244,1.1853
0.7250,1.1904
0.7255,1.1904
0.7260,1.1853
0.7266,1.1904
0.7271,1.1853
0.7277,1.1853
0.7282,1.1853
0.7287,1.1904
0.7293,1.1904
0.7298,1.1904
0.7303,1.1904
0.7309,1.1904
0.7314,1.1904
0.7319,1.1904
0.7325,1.1803
0.7330,1.1904
0.7336,1.1904
