Время[c],Напряжение[В]
0.5092,1.6191
0.5097,1.6191
0.5102,1.6242
0.5107,1.6191
0.5113,1.6242
0.5118,1.6242
0.5123,1.6242
0.5128,1.6191
0.5133,1.6191
0.5143,1.6191
0.5148,1.6191
0.5154,1.6242
0.5160,1.6242
0.5165,1.6191
0.5170,1.6191
0.5175,1.6242
0.5180,1.6242
0.5186,1.6242
0.5191,1.6242
0.5196,1.6242
0.5201,1.6242
0.5207,1.6191
0.5212,1.6242
0.5217,1.6191
0.5222,1.6242
0.5227,1.6242
0.5233,1.6191
0.5238,1.6242
0.5243,1.6242
0.5248,1.6191
0.5254,1.6191
0.5259,1.6242
0.5264,1.6191
0.5269,1.6191
0.5274,1.6191
0.5280,1.6191
0.5285,1.6191
0.5290,1.6242
0.5295,1.6141
0.5301,1.6191
0.5306,1.6191
0.5311,1.6191
0.5316,1.6242
0.5321,1.6242
0.5327,1.6191
0.5332,1.6191
0.5337,1.6191
0.5342,1.6191
0.5348,1.6242
0.5353,1.6242
0.5358,1.6191
0.5363,1.6242
0.5368,1.6141
0.5374,1.6242
0.5379,1.6242
0.5384,1.6242
0.5389,1.6191
0.5395,1.6242
0.5400,1.6292
0.5405,1.6242
0.5410,1.6242
0.5415,1.6242
0.5421,1.6191
0.5426,1.6191
0.5431,1.6191
0.5439,1.6242
0.5445,1.6242
0.5450,1.6191
0.5456,1.6242
0.5462,1.6242
0.5467,1.6242
0.5472,1.6242
0.5478,1.6242
0.5483,1.6242
0.5493,1.6141
0.5498,1.6141
0.5504,1.6191
0.5509,1.6191
0.5515,1.6242
0.5520,1.6242
0.5525,1.6242
0.5534,1.6191
0.5539,1.6242
0.5545,1.6191
0.5550,1.6242
0.5555,1.6242
0.5561,1.6242
0.5566,1.6191
0.5572,1.6141
0.5577,1.6242
0.5583,1.6191
0.5588,1.6191
0.5593,1.6242
0.5599,1.6191
0.5604,1.6191
0.5610,1.6191
0.5615,1.6242
0.5620,1.6191
0.5625,1.6242
0.5630,1.6191
0.5636,1.6242
0.5641,1.6141
0.5646,1.6242
0.5651,1.6242
0.5657,1.6242
0.5662,1.6242
0.5668,1.6191
0.5673,1.6191
0.5678,1.6191
0.5683,1.6191
0.5688,1.6191
0.5694,1.6242
0.5699,1.6191
0.5704,1.6141
0.5709,1.6242
0.5715,1.6191
0.5720,1.6191
0.5725,1.6242
0.5730,1.6242
0.5735,1.6191
0.5741,1.6141
0.5746,1.6191
0.5751,1.6191
0.5756,1.6191
0.5762,1.6242
0.5767,1.6242
0.5772,1.6191
0.5777,1.6242
0.5783,1.6242
0.5788,1.6191
0.5794,1.6191
0.5800,1.6191
0.5805,1.6242
0.5811,1.6191
0.5816,1.6242
0.5821,1.6141
0.5827,1.6191
0.5833,1.6191
0.5838,1.6242
0.5844,1.6242
0.5849,1.6191
0.5854,1.6242
0.5860,1.6242
0.5865,1.6242
0.5871,1.6191
0.5876,1.6242
0.5882,1.6141
0.5887,1.6242
0.5892,1.6191
0.5898,1.6242
0.5903,1.6191
0.5909,1.6242
0.5914,1.6242
0.5919,1.6242
0.5925,1.6141
0.5930,1.6191
0.5936,1.6242
0.5941,1.6242
0.5946,1.6141
0.5952,1.6191
0.5957,1.6141
0.5963,1.6191
0.5968,1.6191
0.5974,1.6191
0.5979,1.6242
0.5984,1.6191
0.5990,1.6191
0.5995,1.6242
0.6001,1.6242
0.6006,1.6242
0.6012,1.6242
0.6017,1.6191
0.6023,1.6191
0.6028,1.6191
0.6033,1.6191
0.6039,1.6242
0.6044,1.6242
0.6050,1.6242
0.6055,1.6191
0.6060,1.6191
0.6066,1.6242
0.6071,1.6191
0.6077,1.6191
0.6082,1.6191
0.6087,1.6242
0.6093,1.6141
0.6098,1.6242
0.6104,1.6191
0.6109,1.6242
0.6115,1.6242
0.6120,1.6242
0.6125,1.6191
0.6131,1.6191
0.6136,1.6191
0.6142,1.6242
0.6147,1.6191
0.6153,1.6242
0.6158,1.6191
0.6164,1.6242
0.6169,1.6191
0.6174,1.6242
0.6180,1.6242
0.6185,1.6242
0.6191,1.6242
0.6196,1.6191
0.6201,1.6191
0.6207,1.6191
0.6212,1.6191
0.6218,1.6191
0.6223,1.6191
0.6228,1.6191
0.6234,1.6191
0.6239,1.6242
0.6245,1.6242
0.6250,1.6191
0.6256,1.6242
